,InvoiceDate,StockCode,Quantity,TotalPrice,Week,Weekday,Day,UnitPrice,Revenue,ProductCategory
1086,01-02-2022 10:58,3509,51,2499,5,Tuesday,1,49,2691.129359,Food
1087,04-11-2022 03:57,9723,9,135,44,Friday,4,15,132.1465932,Books
1088,06-01-2021 20:08,6184,66,2706,1,Wednesday,6,41,2709.916231,Clothing
1089,12-07-2021 14:49,1966,84,420,28,Monday,12,5,381.4446265,Jewelry
1090,16-10-2020 15:45,9764,5,190,41,Friday,16,38,185.7628992,Sports
1091,18-11-2022 13:48,7417,37,2183,46,Friday,18,59,2383.449868,Food
1092,24-10-2022 02:56,3445,21,189,43,Monday,24,9,197.2416253,Food
1093,10-06-2020 07:39,5604,11,902,23,Wednesday,10,82,879.2734,Toys
1094,22-02-2022 21:21,3212,85,425,8,Tuesday,22,5,453.0152417,Toys
1095,09-09-2020 22:21,7516,96,3072,36,Wednesday,9,32,3315.025441,Toys
1096,20-09-2021 12:34,8921,16,128,38,Monday,20,8,138.5479111,Jewelry
1097,04-01-2023 12:45,6773,10,870,1,Wednesday,4,87,807.2000258,Toys
1098,07-12-2020 07:59,6264,54,2538,49,Monday,7,47,2746.237828,Automotive
1099,14-08-2021 15:25,9738,19,1691,32,Saturday,14,89,1725.598834,Food
1100,13-04-2020 13:53,1441,97,9215,15,Monday,13,95,9535.77309,Jewelry
1101,20-07-2022 02:59,8655,10,750,29,Wednesday,20,75,819.0955535,Electronics
1102,11-10-2022 01:03,8150,55,825,41,Tuesday,11,15,886.6463468,Clothing
1103,24-08-2021 18:40,9889,66,2442,34,Tuesday,24,37,2458.652011,Health & Beauty
1104,19-03-2022 18:35,1405,23,1702,11,Saturday,19,74,1748.656394,Health & Beauty
1105,12-10-2023 16:01,2985,66,1056,41,Thursday,12,16,1155.545174,Health & Beauty
1106,08-03-2022 00:53,6822,16,320,10,Tuesday,8,20,288.9495283,Jewelry
1107,25-11-2020 08:28,1174,90,1440,47,Wednesday,25,16,1334.170158,Sports
1108,12-08-2023 13:52,3880,46,3220,32,Saturday,12,70,3469.746852,Electronics
1109,22-04-2020 19:23,6032,87,1218,16,Wednesday,22,14,1224.53228,Books
1110,09-01-2021 20:19,1909,72,6480,1,Saturday,9,90,6077.405495,Clothing
1111,25-07-2023 02:04,7269,15,795,30,Tuesday,25,53,853.5768574,Home & Garden
1112,29-06-2020 01:00,3287,61,3660,26,Monday,29,60,3871.479661,Sports
1113,30-08-2023 06:34,7863,46,1012,35,Wednesday,30,22,1039.254387,Clothing
1114,11-12-2020 02:34,8473,75,6975,49,Friday,11,93,6887.402463,Automotive
1115,17-01-2020 03:53,4619,9,270,2,Friday,17,30,296.483764,Books
1116,08-05-2023 21:03,1747,22,1408,19,Monday,8,64,1531.415575,Jewelry
1117,02-02-2023 18:23,1632,33,2343,5,Thursday,2,71,2224.77646,Toys
1118,29-05-2023 14:13,9067,1,7,22,Monday,29,7,7.642679081,Sports
1119,06-06-2021 00:42,7096,74,6586,23,Sunday,6,89,6373.696402,Sports
1120,03-07-2021 00:50,9761,6,528,26,Saturday,3,88,579.0291035,Jewelry
1121,13-11-2020 15:33,2248,67,4355,45,Friday,13,65,4358.825885,Clothing
1122,16-03-2020 23:52,2571,54,1782,11,Monday,16,33,1767.773654,Food
1123,14-07-2021 19:59,4315,14,14,28,Wednesday,14,1,13.22348326,Food
1124,22-04-2022 12:57,4743,13,975,16,Friday,22,75,993.0493179,Books
1125,29-05-2021 18:45,1420,90,5130,21,Saturday,29,57,5589.920216,Electronics
1126,09-05-2023 01:23,1848,65,4290,19,Tuesday,9,66,4584.977383,Automotive
1127,08-10-2021 09:47,3179,66,6204,40,Friday,8,94,6413.885259,Clothing
1128,04-11-2020 00:08,9639,25,150,44,Wednesday,4,6,138.0202128,Electronics
1129,21-09-2023 09:31,4480,98,3430,38,Thursday,21,35,3213.358757,Books
1130,01-03-2021 00:29,7948,38,380,9,Monday,1,10,364.3404432,Food
1131,02-07-2020 23:53,7999,22,704,26,Thursday,2,32,749.3761868,Sports
1132,27-10-2021 22:07,6565,36,2268,43,Wednesday,27,63,2168.319953,Books
1133,23-09-2021 04:48,3054,77,616,38,Thursday,23,8,642.6974796,Automotive
1134,20-08-2022 01:51,5641,20,200,33,Saturday,20,10,190.0880233,Sports
1135,01-09-2020 02:49,1636,71,6390,35,Tuesday,1,90,6934.273318,Health & Beauty
1136,07-02-2020 23:55,6172,90,4050,5,Friday,7,45,4096.743865,Jewelry
1137,15-12-2022 02:47,7678,63,2268,50,Thursday,15,36,2228.316427,Toys
1138,31-01-2023 01:08,4239,43,2279,5,Tuesday,31,53,2388.840403,Food
1139,29-05-2020 02:15,8410,74,5994,21,Friday,29,81,5918.44851,Home & Garden
1140,02-07-2020 11:56,7853,1,23,26,Thursday,2,23,22.8547151,Books
1141,25-04-2020 00:05,7980,1,47,16,Saturday,25,47,48.78919906,Electronics
1142,19-06-2022 00:44,4007,22,1144,25,Sunday,19,52,1063.115888,Electronics
1143,16-10-2022 20:05,5662,51,4641,42,Sunday,16,91,4499.009209,Home & Garden
1144,04-09-2023 01:14,6798,6,480,36,Monday,4,80,497.4741269,Clothing
1145,07-08-2023 01:14,1516,63,2142,32,Monday,7,34,2272.001284,Sports
1146,19-02-2022 02:22,2789,89,1246,7,Saturday,19,14,1134.518666,Home & Garden
1147,28-05-2021 21:52,5970,75,1050,21,Friday,28,14,955.6457644,Health & Beauty
1148,06-03-2022 15:19,3747,27,2376,10,Sunday,6,88,2248.442094,Sports
1149,03-10-2023 08:12,9690,83,3984,40,Tuesday,3,48,3615.727615,Toys
1150,09-05-2022 17:12,4714,86,4386,19,Monday,9,51,4588.873173,Books
1151,29-09-2020 18:21,9627,98,7644,39,Tuesday,29,78,8011.663057,Clothing
1152,18-08-2020 20:19,3416,100,7300,33,Tuesday,18,73,7897.289191,Clothing
1153,22-05-2022 16:10,1618,99,5445,21,Sunday,22,55,4918.327533,Books
1154,23-03-2022 04:52,5184,40,40,12,Wednesday,23,1,43.36447275,Clothing
1155,05-04-2022 07:29,5769,88,3080,14,Tuesday,5,35,3218.106143,Food
1156,02-10-2022 03:15,8613,91,364,40,Sunday,2,4,355.2504179,Jewelry
1157,02-08-2021 14:57,7707,64,2624,31,Monday,2,41,2483.112143,Clothing
1158,10-03-2020 08:24,2675,39,3315,10,Tuesday,10,85,3414.936975,Health & Beauty
1159,13-07-2020 00:11,5317,51,2805,28,Monday,13,55,3009.304155,Jewelry
1160,13-09-2020 23:02,1270,49,1960,37,Sunday,13,40,2143.77277,Sports
1161,21-07-2020 11:36,7175,29,870,29,Tuesday,21,30,844.8534497,Clothing
1162,24-11-2020 06:12,9234,57,1710,47,Tuesday,24,30,1731.211547,Books
1163,19-10-2022 22:09,6607,58,290,42,Wednesday,19,5,263.6001957,Toys
1164,04-04-2020 10:59,8108,74,2590,13,Saturday,4,35,2824.007572,Jewelry
1165,29-09-2022 10:11,7615,85,7565,39,Thursday,29,89,8137.742169,Clothing
1166,16-06-2023 01:56,9899,95,7220,24,Friday,16,76,7676.102236,Electronics
1167,02-01-2023 20:15,4158,54,3294,1,Monday,2,61,3373.385511,Jewelry
1168,01-03-2020 04:51,3204,26,1924,9,Sunday,1,74,2043.325686,Jewelry
1169,27-06-2022 09:55,3417,34,1938,26,Monday,27,57,2000.059854,Books
1170,14-03-2022 13:00,3313,84,1932,11,Monday,14,23,2097.984157,Electronics
1171,29-11-2021 20:51,1962,45,945,48,Monday,29,21,994.8109867,Sports
1172,14-01-2020 11:37,5450,17,323,2,Tuesday,14,19,347.6043557,Jewelry
1173,09-01-2022 23:30,2408,50,1400,2,Sunday,9,28,1505.647365,Electronics
1174,07-11-2020 10:19,6895,50,550,44,Saturday,7,11,512.4901205,Food
1175,29-06-2022 18:05,5819,81,3240,26,Wednesday,29,40,3192.626488,Clothing
1176,24-01-2022 11:16,6236,51,2142,4,Monday,24,42,2256.738817,Clothing
1177,15-09-2023 02:32,8056,69,4071,37,Friday,15,59,4263.097821,Health & Beauty
1178,21-01-2023 16:30,1806,17,1445,3,Saturday,21,85,1342.411673,Home & Garden
1179,30-05-2020 13:03,8172,24,672,21,Saturday,30,28,651.2003978,Electronics
1180,24-02-2022 03:17,7874,44,3608,8,Thursday,24,82,3355.606644,Books
1181,26-05-2022 23:18,5303,5,345,21,Thursday,26,69,323.0182271,Sports
1182,12-06-2021 10:13,6864,79,2054,23,Saturday,12,26,2172.707291,Electronics
1183,01-05-2022 11:30,6781,89,2136,18,Sunday,1,24,1960.63194,Automotive
1184,15-07-2022 03:38,7314,73,2482,28,Friday,15,34,2608.120166,Sports
1185,23-05-2022 15:55,7292,87,261,21,Monday,23,3,237.8142007,Sports
1186,19-12-2020 09:12,3363,52,676,50,Saturday,19,13,717.6344819,Electronics
1187,18-12-2020 07:23,9332,10,570,50,Friday,18,57,614.6589607,Health & Beauty
1188,04-06-2021 19:06,1402,11,792,22,Friday,4,72,825.5705478,Health & Beauty
1189,21-03-2023 13:53,9436,1,85,12,Tuesday,21,85,89.9865525,Jewelry
1190,14-03-2023 17:33,1976,68,5304,11,Tuesday,14,78,5612.601555,Food
1191,18-03-2023 19:39,8950,32,2240,11,Saturday,18,70,2310.398819,Toys
1192,21-08-2023 22:19,3402,26,1274,34,Monday,21,49,1165.862115,Clothing
1193,08-02-2023 05:35,7019,76,1216,6,Wednesday,8,16,1304.01235,Clothing
1194,05-04-2020 10:41,9324,95,2470,14,Sunday,5,26,2254.21245,Toys
1195,09-03-2021 22:35,5131,1,97,10,Tuesday,9,97,89.05719785,Sports
1196,29-06-2022 05:05,2413,76,6992,26,Wednesday,29,92,6928.381441,Health & Beauty
1197,07-05-2020 10:46,7044,29,1421,18,Thursday,7,49,1376.598228,Sports
1198,12-09-2021 14:46,9511,59,1711,37,Sunday,12,29,1645.77312,Jewelry
1199,10-04-2021 22:39,2513,82,5904,14,Saturday,10,72,5857.490151,Home & Garden
1200,24-08-2021 10:34,3352,26,2444,34,Tuesday,24,94,2641.342945,Books
1201,27-10-2021 23:46,4458,58,3596,43,Wednesday,27,62,3843.494594,Books
1202,16-04-2022 10:16,5103,66,6204,15,Saturday,16,94,5606.199868,Automotive
1203,05-03-2022 03:46,2843,27,1647,9,Saturday,5,61,1788.95334,Clothing
1204,31-07-2023 05:39,1071,24,2256,31,Monday,31,94,2464.739657,Food
1205,26-02-2020 06:30,7341,33,891,8,Wednesday,26,27,823.1644554,Food
1206,24-01-2022 14:26,1619,3,285,4,Monday,24,95,273.7314629,Sports
1207,10-05-2022 09:45,5016,90,360,19,Tuesday,10,4,379.5758378,Books
1208,21-10-2022 16:21,6865,61,3660,42,Friday,21,60,3498.323827,Sports
1209,08-10-2022 04:17,2312,21,1722,40,Saturday,8,82,1823.555868,Books
1210,08-09-2020 21:57,7507,85,6800,36,Tuesday,8,80,6837.945539,Toys
1211,11-06-2022 17:05,5590,87,5829,23,Saturday,11,67,5525.743931,Books
1212,19-06-2020 21:23,8978,48,1104,24,Friday,19,23,1046.829373,Toys
1213,26-02-2022 21:09,1185,72,4536,8,Saturday,26,63,4468.599667,Clothing
1214,29-11-2022 03:26,9620,64,5952,48,Tuesday,29,93,6116.459075,Health & Beauty
1215,27-04-2022 13:28,1337,2,80,17,Wednesday,27,40,73.92434146,Automotive
1216,03-01-2021 07:58,8883,50,850,1,Sunday,3,17,839.2348274,Jewelry
1217,02-02-2023 20:34,7956,50,3850,5,Thursday,2,77,4108.092528,Jewelry
1218,11-11-2020 04:42,9980,88,3344,45,Wednesday,11,38,3073.255396,Electronics
1219,07-05-2023 01:24,1868,29,2813,19,Sunday,7,97,2883.836364,Books
1220,16-12-2022 22:40,5432,59,5664,50,Friday,16,96,6022.797767,Health & Beauty
1221,17-12-2020 04:13,8799,15,465,50,Thursday,17,31,491.2737077,Electronics
1222,19-01-2021 01:58,2961,9,18,3,Tuesday,19,2,19.18280177,Food
1223,02-04-2023 20:30,2398,65,5980,14,Sunday,2,92,5525.916169,Electronics
1224,21-06-2021 11:16,9212,26,2210,25,Monday,21,85,2308.304914,Sports
1225,13-04-2020 12:48,8737,73,511,15,Monday,13,7,559.5117196,Clothing
1226,02-01-2022 13:49,3146,1,61,1,Sunday,2,61,57.00194549,Sports
1227,22-05-2023 12:46,9935,87,2523,21,Monday,22,29,2533.072839,Food
1228,14-06-2021 18:54,2048,10,110,24,Monday,14,11,104.2047816,Toys
1229,29-12-2020 03:47,3684,69,5796,52,Tuesday,29,84,5653.261476,Books
1230,08-08-2023 10:41,8443,83,3984,32,Tuesday,8,48,4352.055333,Health & Beauty
1231,13-07-2021 17:41,9685,85,5780,28,Tuesday,13,68,6082.613279,Jewelry
1232,13-05-2020 18:07,9093,4,52,19,Wednesday,13,13,47.51381928,Toys
1233,13-06-2023 09:07,9446,12,372,24,Tuesday,13,31,336.3862129,Books
1234,27-03-2020 21:38,7190,19,1710,12,Friday,27,90,1747.17289,Books
1235,29-04-2020 10:07,7759,96,864,17,Wednesday,29,9,890.8694045,Toys
1236,28-07-2022 18:19,6705,40,2240,30,Thursday,28,56,2277.013726,Sports
1237,26-07-2021 20:18,9543,90,3240,30,Monday,26,36,3341.429615,Automotive
1238,09-01-2023 16:27,5898,1,89,2,Monday,9,89,83.36133373,Electronics
1239,14-01-2020 01:35,8783,46,598,2,Tuesday,14,13,559.534287,Food
1240,22-01-2021 23:57,1409,95,5035,3,Friday,22,53,4713.660193,Books
1241,04-12-2021 12:57,9265,80,7280,48,Saturday,4,91,7551.959618,Toys
1242,09-04-2020 05:48,9241,10,590,14,Thursday,9,59,593.1608963,Jewelry
1243,15-09-2020 09:50,8274,23,713,37,Tuesday,15,31,755.4355611,Toys
1244,01-04-2020 02:15,8570,40,3160,13,Wednesday,1,79,2943.781298,Automotive
1245,11-04-2020 15:58,5251,89,1602,14,Saturday,11,18,1650.232204,Jewelry
1246,16-01-2020 09:54,4846,39,546,2,Thursday,16,14,557.0812746,Books
1247,07-11-2020 03:17,1117,24,144,44,Saturday,7,6,141.40399,Books
1248,29-07-2020 20:51,8173,90,1890,30,Wednesday,29,21,1854.523038,Home & Garden
1249,30-12-2022 21:43,5181,94,7802,52,Friday,30,83,7215.521993,Sports
1250,24-04-2022 16:38,9575,43,2279,17,Sunday,24,53,2407.448214,Home & Garden
1251,15-08-2021 00:04,1403,22,374,33,Sunday,15,17,376.5195875,Clothing
1252,05-03-2021 05:45,2844,73,4015,9,Friday,5,55,3790.327441,Clothing
1253,07-04-2023 15:09,4474,53,1325,14,Friday,7,25,1303.260952,Sports
1254,20-02-2023 01:29,6650,94,9212,8,Monday,20,98,8313.16846,Clothing
1255,04-10-2021 13:55,6679,81,7371,40,Monday,4,91,7770.076597,Jewelry
1256,26-02-2020 04:51,4496,98,8624,8,Wednesday,26,88,8562.363525,Clothing
1257,19-02-2021 22:58,8086,97,1164,7,Friday,19,12,1051.392777,Toys
1258,04-12-2021 23:16,9083,29,1798,48,Saturday,4,62,1726.1685,Books
1259,03-01-2021 12:29,1458,75,1350,1,Sunday,3,18,1344.32038,Home & Garden
1260,09-07-2021 17:24,3849,97,8245,27,Friday,9,85,7687.06678,Electronics
1261,05-11-2022 17:05,4469,2,136,44,Saturday,5,68,129.2337216,Books
1262,02-03-2020 03:01,9880,23,736,9,Monday,2,32,681.8903545,Jewelry
1263,02-09-2020 05:09,4378,27,2025,35,Wednesday,2,75,2208.479017,Electronics
1264,23-08-2023 07:51,9741,60,2640,34,Wednesday,23,44,2441.158327,Food
1265,09-03-2022 12:21,2655,13,663,10,Wednesday,9,51,727.1103398,Home & Garden
1266,10-06-2023 12:05,8168,15,720,23,Saturday,10,48,716.1322692,Clothing
1267,05-06-2021 00:13,9632,87,3045,22,Saturday,5,35,2754.355424,Toys
1268,05-03-2021 04:54,7474,83,4150,9,Friday,5,50,4296.075137,Automotive
1269,22-12-2021 16:06,7025,34,34,51,Wednesday,22,1,31.92445715,Toys
1270,25-09-2023 04:42,9858,53,2120,39,Monday,25,40,2122.640358,Jewelry
1271,09-11-2022 00:39,3772,81,1053,45,Wednesday,9,13,1148.97252,Health & Beauty
1272,22-08-2022 01:36,4070,50,1900,34,Monday,22,38,1826.332286,Automotive
1273,02-03-2022 08:02,4669,21,924,9,Wednesday,2,44,1001.477843,Clothing
1274,26-10-2022 03:54,6019,25,1250,43,Wednesday,26,50,1148.751229,Home & Garden
1275,24-07-2022 00:41,3469,65,1300,30,Sunday,24,20,1181.53491,Health & Beauty
1276,21-09-2023 15:45,8336,47,4042,38,Thursday,21,86,4357.559063,Sports
1277,08-07-2022 05:39,1982,99,9108,27,Friday,8,92,8474.59593,Toys
1278,13-02-2022 20:44,8458,78,3354,7,Sunday,13,43,3444.329633,Clothing
1279,19-09-2020 19:18,7341,77,7700,37,Saturday,19,100,7329.166142,Sports
1280,24-08-2022 07:05,8242,13,351,34,Wednesday,24,27,356.9675121,Sports
1281,07-02-2021 10:43,9327,43,860,6,Sunday,7,20,791.1500265,Jewelry
1282,27-07-2020 14:07,5183,80,560,30,Monday,27,7,574.6915526,Jewelry
1283,25-07-2021 09:40,2805,7,133,30,Sunday,25,19,134.7810807,Health & Beauty
1284,03-09-2022 08:28,2223,55,330,35,Saturday,3,6,317.8812437,Sports
1285,27-01-2023 18:54,1490,95,9120,4,Friday,27,96,8602.698812,Jewelry
1286,21-10-2022 20:07,5842,10,620,42,Friday,21,62,605.2103681,Toys
1287,09-03-2022 11:07,2796,89,1424,10,Wednesday,9,16,1524.879288,Toys
1288,31-05-2021 02:52,7082,90,2340,22,Monday,31,26,2113.640735,Home & Garden
1289,23-02-2023 02:43,2421,6,354,8,Thursday,23,59,332.9667871,Food
1290,23-01-2020 15:20,6453,72,4176,3,Thursday,23,58,3915.441691,Toys
1291,23-07-2021 14:01,7349,73,4234,29,Friday,23,58,4625.82873,Health & Beauty
1292,03-10-2023 10:05,2369,56,504,40,Tuesday,3,9,468.3995157,Sports
1293,15-07-2023 13:54,5846,8,304,28,Saturday,15,38,293.0811519,Food
1294,04-11-2021 23:43,8853,40,3200,44,Thursday,4,80,3435.35072,Clothing
1295,03-08-2022 13:45,4550,30,1170,31,Wednesday,3,39,1184.223567,Automotive
1296,01-05-2022 00:06,7239,52,1768,18,Sunday,1,34,1794.87172,Sports
1297,01-02-2021 20:09,2760,80,4080,5,Monday,1,51,3794.478212,Books
1298,24-08-2020 05:41,9740,17,170,34,Monday,24,10,183.2873923,Automotive
1299,06-07-2020 16:51,4951,41,1312,27,Monday,6,32,1438.141739,Health & Beauty
1300,25-07-2023 05:13,5692,85,2550,30,Tuesday,25,30,2458.114893,Automotive
1301,30-07-2020 02:48,8301,55,1650,30,Thursday,30,30,1578.752222,Home & Garden
1302,10-10-2022 16:44,6602,8,576,41,Monday,10,72,558.2921481,Toys
1303,18-09-2020 05:49,2641,81,2916,37,Friday,18,36,2693.724938,Toys
1304,04-09-2020 16:05,9159,66,2178,35,Friday,4,33,2157.178265,Toys
1305,24-09-2020 08:44,2936,50,1250,38,Thursday,24,25,1286.770953,Food
1306,06-02-2023 11:16,9939,92,7912,6,Monday,6,86,7142.218142,Home & Garden
1307,27-12-2021 18:53,2205,21,1743,52,Monday,27,83,1642.285271,Automotive
1308,06-03-2023 15:14,7212,23,506,10,Monday,6,22,498.6577424,Toys
1309,29-12-2022 01:28,6021,3,12,52,Thursday,29,4,12.13273951,Food
1310,10-01-2020 15:46,7555,19,1577,1,Friday,10,83,1539.320684,Automotive
1311,04-05-2022 06:42,6667,64,1280,18,Wednesday,4,20,1261.65909,Sports
1312,02-01-2021 07:57,7133,97,1746,0,Saturday,2,18,1698.514534,Sports
1313,10-11-2020 03:35,9971,77,924,45,Tuesday,10,12,912.0120227,Health & Beauty
1314,31-08-2023 19:50,7510,98,7742,35,Thursday,31,79,7494.4097,Jewelry
1315,29-05-2023 13:09,7853,19,1672,22,Monday,29,88,1530.1968,Health & Beauty
1316,25-06-2023 15:43,4146,91,3731,26,Sunday,25,41,3960.676452,Health & Beauty
1317,11-05-2021 15:28,6776,85,1785,19,Tuesday,11,21,1819.08536,Clothing
1318,14-04-2022 18:58,6825,70,1050,15,Thursday,14,15,1017.150284,Toys
1319,13-02-2023 13:34,5236,6,168,7,Monday,13,28,171.4504422,Electronics
1320,24-09-2022 18:42,5790,78,7020,38,Saturday,24,90,7310.622118,Home & Garden
1321,20-01-2021 18:24,7600,49,637,3,Wednesday,20,13,631.0975824,Toys
1322,22-06-2020 22:01,7495,15,540,25,Monday,22,36,574.763587,Automotive
1323,20-03-2023 16:20,5720,22,880,12,Monday,20,40,852.5364538,Home & Garden
1324,16-12-2021 18:15,9265,75,4800,50,Thursday,16,64,4543.236961,Clothing
1325,29-06-2020 16:12,9444,61,2501,26,Monday,29,41,2699.81838,Toys
1326,27-08-2023 05:28,6495,70,210,35,Sunday,27,3,216.2725679,Home & Garden
1327,06-09-2020 20:45,4634,46,1104,36,Sunday,6,24,1052.820741,Automotive
1328,18-06-2023 21:03,2269,25,1825,25,Sunday,18,73,1859.719803,Home & Garden
1329,24-10-2021 07:38,9504,91,728,43,Sunday,24,8,691.913494,Home & Garden
1330,25-11-2022 03:53,7109,4,396,47,Friday,25,99,412.357253,Jewelry
1331,15-07-2022 08:47,2536,1,24,28,Friday,15,24,22.47124078,Toys
1332,13-03-2020 10:57,3054,64,2496,10,Friday,13,39,2263.034888,Clothing
1333,23-03-2023 14:31,2622,55,4070,12,Thursday,23,74,4327.451876,Health & Beauty
1334,08-09-2021 18:45,4803,79,2765,36,Wednesday,8,35,2865.658903,Food
1335,01-09-2021 16:49,4604,48,672,35,Wednesday,1,14,606.9284917,Toys
1336,26-03-2022 09:01,9348,75,4950,12,Saturday,26,66,4671.621352,Food
1337,19-11-2020 11:49,6099,57,1254,46,Thursday,19,22,1130.601963,Toys
1338,06-05-2021 13:18,6389,46,4554,18,Thursday,6,99,4796.219281,Home & Garden
1339,27-11-2022 19:59,8496,39,663,48,Sunday,27,17,656.4333263,Home & Garden
1340,09-10-2022 06:59,7666,91,8827,41,Sunday,9,97,9252.716387,Toys
1341,30-05-2022 13:28,8541,12,276,22,Monday,30,23,249.0910712,Health & Beauty
1342,04-06-2023 02:09,1437,89,2848,23,Sunday,4,32,2578.435741,Clothing
1343,04-09-2023 01:05,9974,50,3200,36,Monday,4,64,3472.782413,Food
1344,17-09-2022 12:38,4268,4,360,37,Saturday,17,90,372.5817972,Health & Beauty
1345,13-12-2021 14:14,1340,33,594,50,Monday,13,18,615.9082275,Clothing
1346,27-07-2022 18:01,7479,11,286,30,Wednesday,27,26,285.7498127,Toys
1347,24-04-2022 18:47,2550,97,1649,17,Sunday,24,17,1577.763766,Books
1348,31-03-2022 04:15,9538,61,4026,13,Thursday,31,66,3928.215637,Toys
1349,20-01-2023 02:53,9523,52,52,3,Friday,20,1,56.61266694,Clothing
1350,07-05-2022 07:47,6660,44,3124,18,Saturday,7,71,3071.013857,Automotive
1351,20-02-2022 15:24,8913,19,703,8,Sunday,20,37,755.9553993,Books
1352,29-08-2020 17:18,6871,32,320,34,Saturday,29,10,324.2714231,Automotive
1353,02-06-2023 04:56,4581,92,4784,22,Friday,2,52,5241.172245,Jewelry
1354,25-04-2021 18:03,2576,41,3198,17,Sunday,25,78,3000.055926,Automotive
1355,05-12-2021 03:50,2486,71,5396,49,Sunday,5,76,5458.173689,Health & Beauty
1356,28-02-2021 21:09,1959,45,2340,9,Sunday,28,52,2566.308509,Clothing
1357,31-05-2020 05:40,2973,12,1116,22,Sunday,31,93,1005.922805,Electronics
1358,01-07-2020 19:18,8934,43,774,26,Wednesday,1,18,704.5835701,Clothing
1359,26-02-2021 20:37,7338,47,4559,8,Friday,26,97,4191.658001,Clothing
1360,11-04-2020 23:32,2118,3,15,14,Saturday,11,5,16.42020802,Jewelry
1361,27-09-2023 04:09,1774,96,6816,39,Wednesday,27,71,6251.556383,Toys
1362,14-07-2020 22:35,4524,4,124,28,Tuesday,14,31,117.1624619,Home & Garden
1363,21-08-2020 23:40,8539,48,3744,33,Friday,21,78,3552.610385,Home & Garden
1364,08-02-2023 22:15,6334,43,4257,6,Wednesday,8,99,4666.582307,Jewelry
1365,20-01-2023 17:47,2608,28,2072,3,Friday,20,74,2107.29083,Health & Beauty
1366,13-04-2020 14:21,5028,68,2856,15,Monday,13,42,2775.440636,Electronics
1367,19-08-2020 02:27,8964,85,6375,33,Wednesday,19,75,6652.578531,Sports
1368,13-09-2020 02:52,7578,72,3312,37,Sunday,13,46,3509.968358,Electronics
1369,20-09-2021 08:52,1448,57,2508,38,Monday,20,44,2340.725858,Food
1370,14-02-2021 01:53,8216,83,4233,7,Sunday,14,51,4104.296529,Automotive
1371,16-07-2021 14:27,3971,57,2451,28,Friday,16,43,2448.81086,Books
1372,28-07-2020 02:49,9590,54,3078,30,Tuesday,28,57,2944.277404,Clothing
1373,24-05-2020 13:57,9923,33,3234,21,Sunday,24,98,3075.328088,Automotive
1374,17-09-2023 00:29,9036,55,2200,38,Sunday,17,40,2164.502764,Clothing
1375,09-09-2021 14:04,9273,83,4233,36,Thursday,9,51,4655.23402,Sports
1376,16-09-2023 08:23,8803,9,468,37,Saturday,16,52,489.707099,Home & Garden
1377,23-12-2021 16:19,1547,10,540,51,Thursday,23,54,514.5358755,Food
1378,05-05-2021 17:59,2914,9,144,18,Wednesday,5,16,141.2754634,Health & Beauty
1379,23-08-2023 19:10,8957,26,1118,34,Wednesday,23,43,1041.082352,Books
1380,29-11-2020 12:37,6366,10,190,48,Sunday,29,19,208.3607381,Automotive
1381,27-08-2021 13:23,7263,17,391,34,Friday,27,23,363.0682422,Books
1382,07-11-2021 08:11,4858,85,170,45,Sunday,7,2,181.8228056,Automotive
1383,08-03-2020 05:27,4873,88,7832,10,Sunday,8,89,7237.157325,Books
1384,15-09-2023 19:53,6285,70,2170,37,Friday,15,31,2381.069692,Clothing
1385,22-02-2022 03:09,3032,88,4664,8,Tuesday,22,53,4788.78778,Clothing
1386,08-02-2020 15:24,4077,75,4125,5,Saturday,8,55,3788.568062,Food
1387,21-06-2021 23:48,9380,13,117,25,Monday,21,9,112.8126688,Food
1388,23-08-2022 23:19,4078,26,806,34,Tuesday,23,31,758.2245436,Sports
1389,25-05-2023 00:15,1163,61,1037,21,Thursday,25,17,1059.577868,Sports
1390,28-07-2023 23:18,1948,67,4690,30,Friday,28,70,4941.654904,Automotive
1391,31-08-2021 20:12,1270,51,4233,35,Tuesday,31,83,4472.201919,Sports
1392,10-01-2022 13:59,1204,91,2548,2,Monday,10,28,2771.214266,Clothing
1393,16-06-2022 10:48,3574,41,2952,24,Thursday,16,72,2671.908909,Electronics
1394,14-01-2021 12:37,7430,49,1372,2,Thursday,14,28,1386.208765,Health & Beauty
1395,22-01-2020 19:08,8263,99,4059,3,Wednesday,22,41,4419.044973,Jewelry
1396,06-07-2020 11:44,4156,71,6248,27,Monday,6,88,6714.017571,Home & Garden
1397,15-08-2023 18:42,2188,69,5382,33,Tuesday,15,78,5644.729214,Sports
1398,28-10-2020 00:12,8473,64,6144,43,Wednesday,28,96,5890.747441,Sports
1399,07-01-2020 16:55,7164,12,576,1,Tuesday,7,48,623.3838774,Toys
1400,02-10-2021 15:48,9132,37,1147,39,Saturday,2,31,1055.446047,Toys
1401,19-08-2020 22:58,8672,26,520,33,Wednesday,19,20,567.2566857,Health & Beauty
1402,10-05-2021 06:38,7992,57,1539,19,Monday,10,27,1470.486422,Food
1403,02-05-2022 18:43,4236,99,5049,18,Monday,2,51,4924.567056,Toys
1404,05-06-2020 10:23,9603,58,522,22,Friday,5,9,573.0370083,Clothing
1405,01-05-2022 17:09,4694,64,4480,18,Sunday,1,70,4490.101591,Automotive
